CustomerID,Recency,Frequency,Monetary,predicted_clv
12458.0,70,2,947.4,948.7819000000009
12461.0,93,2,826.88,826.7225000000002
12462.0,18,2,1189.59,1191.5718000000018
12463.0,52,4,1344.78,1344.988799999999
12464.0,9,8,1212.05,1212.5010000000013
12465.0,16,2,742.19,742.4907000000006
12468.0,187,2,729.54,729.8954000000001
12471.0,1,30,19824.05,19975.11800000003
12472.0,31,7,6572.11,6587.761299999995
12473.0,28,5,3938.55,3940.281999999996
12474.0,16,18,7375.79,7340.748900000003
12475.0,53,1,723.38,723.3879999999996
12476.0,15,11,6816.42,6814.5032000000065
12477.0,22,6,13219.74,13299.137300000002
12478.0,3,1,680.99,680.8568000000002
12479.0,10,1,527.2,527.1973999999998
12480.0,27,4,3281.63,3283.6201999999985
12481.0,22,10,5596.32,5593.449499999997
12483.0,16,8,2484.98,2483.762900000004
12484.0,32,6,4541.72,4544.386499999996
12488.0,9,3,1298.66,1298.434499999998
12489.0,335,1,334.93,334.9089000000002
12490.0,4,10,5417.93,5417.2927999999965
12491.0,38,1,460.4,460.4814000000004
12492.0,62,2,263.21000000000004,263.1503999999996
12493.0,165,2,433.74,433.8024999999998
12494.0,15,7,1246.1,1246.0200000000016
12497.0,81,1,1043.1,1043.1888000000017
12498.0,20,3,403.7000000000001,403.6773000000001
12500.0,22,11,4257.82,4254.929400000001
12501.0,336,1,2169.39,2165.8253000000036
12502.0,95,5,3723.87,3722.9815999999973
12504.0,17,2,482.05,482.05410000000063
12506.0,232,1,73.5,73.46299999999998
12507.0,133,3,1304.81,1304.6314999999988
12508.0,25,2,398.27,398.3259099999998
12509.0,283,1,176.5,176.68609999999993
12510.0,142,2,982.57,982.3995000000016
12512.0,65,2,138.03,138.02880000000007
12513.0,112,1,612.29,612.0753000000001
12514.0,266,1,1017.68,1017.4219999999985
12515.0,352,1,383.7,383.6357
12516.0,77,2,1312.06,1312.726799999999
12517.0,27,5,2502.84,2503.6881
12518.0,0,5,2056.89,2056.919100000002
12519.0,63,1,340.84000000000003,340.92290000000014
12520.0,78,5,2634.26,2635.288300000004
12521.0,142,1,599.68,599.8426000000002
12522.0,38,2,192.72,192.76999999999995
12523.0,18,11,1789.77,1789.8674999999994
12524.0,8,8,4485.72,4485.764299999992
12526.0,0,3,1316.66,1316.0652000000023
12527.0,81,3,348.71000000000004,348.7150999999997
12528.0,8,6,1933.48,1932.7331000000027
12530.0,59,4,1662.28,1661.7163999999989
12531.0,14,1,125.22,125.28979999999989
12532.0,29,1,349.83000000000004,349.8070000000002
12534.0,130,1,1089.18,1089.725599999999
12535.0,91,2,716.35,716.3757999999993
12536.0,42,3,12601.830000000002,12605.831799999994
12538.0,28,1,363.95,363.9195000000003
12539.0,21,4,5568.35,5571.918699999992
12540.0,19,17,13400.24,13420.826799999995
12541.0,29,3,981.18,981.8578
12544.0,35,1,372.7,372.56360000000006
12545.0,74,2,1000.39,1000.5354000000002
12546.0,46,2,1161.5,1161.6650999999997
12547.0,197,2,207.8,207.71519999999975
12548.0,165,1,95.2,95.25460000000002
12550.0,78,1,964.83,964.823300000001
12551.0,357,1,168.0,168.09029999999998
12552.0,38,2,437.82,437.68909999999977
12553.0,7,10,3692.28,3691.439200000004
12556.0,49,2,603.71,603.5514000000001
12557.0,15,5,11990.96,12136.57949999999
12558.0,7,1,269.96,270.20469999999966
12559.0,310,2,561.71,561.7742999999997
12560.0,4,3,2134.01,2131.9616000000005
12561.0,302,1,238.85,238.93619999999981
12562.0,7,7,3781.74,3781.501399999995
12564.0,260,1,456.9,457.19060000000064
12565.0,288,1,145.92000000000002,145.6133000000001
12566.0,85,1,351.65,351.1486000000001
12567.0,22,10,9401.28,9389.892200000008
12569.0,1,32,4124.6900000000005,4120.151099999998
12571.0,39,2,519.61,519.5961000000003
12572.0,8,2,1020.42,1019.8488000000007
12573.0,226,1,160.54000000000002,160.55480000000026
12574.0,315,1,218.45,218.51940000000027
12576.0,35,5,1315.83,1315.759700000001
12577.0,34,3,657.8,657.820300000001
12578.0,20,2,2794.51,2793.9367000000016
12579.0,77,1,440.42,440.31159999999915
12580.0,246,1,415.7,415.7439999999998
12581.0,39,1,197.71,197.68799999999962
12582.0,238,2,511.36,511.41089999999997
12583.0,2,15,7281.38,7274.166600000005
12584.0,3,9,2338.15,2336.9642999999983
12585.0,233,2,2040.1,2040.4731000000018
12586.0,16,1,196.94000000000003,196.90299999999982
12587.0,7,1,144.0,144.01710000000003
12588.0,38,1,214.9,214.9017000000001
12589.0,28,2,646.68,646.5755000000003
12590.0,210,2,9864.26,9733.546800000002
12591.0,316,1,452.85,452.9725999999994
12592.0,91,2,437.6,437.64449999999954
12593.0,108,3,418.1,417.9801999999995
12594.0,37,10,3338.2200000000003,3341.1196999999984
12596.0,50,2,618.27,618.3051999999986
12597.0,18,4,3811.22,3808.8602999999985
12598.0,9,8,3023.08,3022.2528999999977
12599.0,28,7,1032.58,1032.6693000000012
12600.0,28,10,2599.04,2600.4782999999998
12601.0,189,5,577.0600000000001,576.9884999999998
12602.0,58,1,153.12,152.99890000000022
12603.0,21,1,739.1999999999999,739.1701999999995
12604.0,78,2,254.18,254.33570000000017
12607.0,59,1,1579.51,1579.4392999999995
12609.0,77,3,1126.85,1126.8957000000005
12610.0,22,5,2099.54,2099.847200000001
12611.0,51,1,1193.32,1193.6291000000024
12612.0,73,1,704.04,704.0202000000004
12613.0,56,5,3344.38,3346.234800000003
12614.0,277,1,315.6,315.5115999999997
12615.0,1,4,2291.19,2292.8715999999986
12616.0,94,2,713.3,713.0329000000008
12617.0,28,1,355.53000000000003,355.5314999999999
12618.0,21,1,177.31,177.2024
12619.0,15,9,3641.24,3640.010199999996
12620.0,14,3,1339.41,1339.5819000000006
12621.0,1,20,13689.67,13695.194200000002
12622.0,231,1,180.1,180.20350000000005
12623.0,275,1,305.1,305.1074999999996
12624.0,105,2,641.13,641.2241999999992
12625.0,211,2,2683.82,2682.2485000000033
12626.0,22,9,6620.4800000000005,6619.865299999991
12627.0,10,7,4478.53,4485.966099999994
12628.0,3,3,786.46,786.7621000000004
12630.0,9,2,1270.88,1270.6862000000006
12631.0,56,1,640.5,640.3918999999999
12633.0,58,4,2163.98,2163.2019000000023
12635.0,89,2,1689.18,1689.4171999999974
12637.0,66,8,6021.9,6026.339700000008
12638.0,32,1,671.69,671.9431000000004
12639.0,238,1,486.1,486.3033999999996
12640.0,23,3,1174.58,1175.3406
12641.0,114,1,185.9,186.08069999999995
12642.0,24,3,1013.26,1012.5365999999984
12643.0,127,6,3344.64,3344.3179000000055
12644.0,129,1,477.91,477.9254000000008
12645.0,33,4,1775.18,1775.318099999997
12646.0,4,2,1346.97,1346.2312999999997
12647.0,21,12,3722.82,3722.7751000000044
12648.0,154,1,318.05,318.04459999999955
12649.0,106,3,623.51,623.4094000000006
12650.0,2,1,314.44,314.45519999999965
12651.0,334,1,114.0,114.0704
12652.0,330,1,919.98,919.9509000000005
12653.0,148,2,2209.85,2209.612999999999
12654.0,10,5,601.98,602.0000000000006
12656.0,16,5,4051.17,4052.234699999998
12657.0,10,4,1643.18,1644.213800000001
12658.0,18,1,686.05,685.488700000001
12659.0,29,1,91.68,91.82330000000006
12660.0,10,1,245.1,244.95509999999973
12662.0,0,11,3849.78,3848.6972000000037
12664.0,7,9,4881.88,4880.515600000001
12665.0,324,1,63.0,62.99700000000001
12667.0,57,1,620.13,620.0978999999993
12668.0,11,4,3807.15,3807.2767000000044
12669.0,150,3,2744.03,2740.652199999999
12670.0,9,5,2996.05,2997.4161999999965
12672.0,329,1,225.9,225.99710000000016
12673.0,4,2,610.52,610.4549999999987
12674.0,38,4,1970.6,1970.9757000000025
12676.0,24,6,1331.39,1331.1251000000007
12678.0,41,12,17628.46,17608.41199999999
12679.0,58,4,1113.02,1110.9807999999985
12680.0,0,4,862.81,862.6588999999992
12681.0,14,22,13787.54,13793.60610000001
12682.0,3,31,12288.22,12317.926299999985
12683.0,3,15,8476.57,8438.551799999997
12684.0,7,7,2283.63,2283.525900000001
12685.0,27,6,2863.08,2864.8501999999967
12686.0,371,1,89.14,89.12420000000007
12688.0,113,1,4873.81,4876.0746999999965
12689.0,25,2,1247.61,1247.2458000000008
12690.0,205,1,389.01,388.9983000000001
12691.0,27,6,1035.8,1035.986700000001
12693.0,126,4,855.91,856.1275000000012
12694.0,69,2,869.67,869.7556999999989
12695.0,6,4,582.1,582.4475999999992
12697.0,28,3,957.59,957.8783999999991
12700.0,7,4,4939.99,4936.667999999998
12701.0,79,2,797.71,799.0847999999996
12702.0,19,1,219.0,219.0507999999999
12703.0,70,1,283.55,283.7477999999997
12704.0,6,8,2340.84,2337.291300000001
12705.0,14,9,6868.29,6906.748100000001
12707.0,291,1,603.42,603.4567999999992
12708.0,29,10,2712.91,2710.3710000000015
12709.0,14,15,9736.52,9731.059900000004
12710.0,96,3,1149.02,1148.775
12712.0,28,13,4396.13,4407.0721
12713.0,0,1,848.55,847.9785000000007
12714.0,8,5,4708.86,4692.438300000003
12715.0,105,1,353.86,353.80470000000025
12716.0,3,2,1053.49,1053.0120000000015
12717.0,150,2,1030.98,1031.3107999999995
12718.0,70,1,238.25,238.425
12719.0,4,2,644.95,645.0995999999993
12720.0,2,25,5781.7300000000005,5781.392199999997
12721.0,31,6,2656.13,2655.5494000000017
12722.0,84,4,997.63,997.4810000000007
12723.0,3,5,725.07,725.3261000000001
12724.0,4,4,1031.41,1031.5671000000016
12725.0,370,1,427.8,427.8376000000003
12726.0,27,7,2609.1,2608.359500000002
12727.0,10,7,3980.7,3980.032500000003
12728.0,70,4,836.33,836.2590000000007
12729.0,113,1,453.01,452.91399999999993
12731.0,23,12,18895.91,19488.159400000022
12732.0,179,1,236.26,236.2248000000001
12733.0,233,1,383.95,383.9725000000002
12734.0,352,1,110.4,110.39579999999985
12735.0,314,2,779.5699999999999,779.6783999999998
12736.0,332,1,234.0,234.03019999999987
12738.0,371,1,155.35,155.34970000000018
12739.0,77,2,1013.04,1012.5230999999992
12740.0,63,1,427.6,427.68790000000035
12743.0,133,2,546.43,546.5112999999998
12744.0,51,7,21279.29,20955.94070000003
12747.0,1,11,4196.01,4202.9748
12748.0,0,209,33719.73,33201.47799999999
12749.0,3,5,4090.88,4093.5008000000034
12750.0,128,1,275.88,275.9158000000001
12752.0,80,1,4366.78,4358.652700000007
12753.0,22,6,21429.39,20824.677800000027
12754.0,235,3,3010.74,3011.405999999998
12755.0,280,2,3811.95,3809.0341
12756.0,86,1,112.08,112.04389999999991
12757.0,15,13,7857.1,7846.052599999987
12758.0,116,2,2791.59,2791.0840000000003
12759.0,51,3,1531.44,1531.557100000001
12762.0,7,2,1898.52,1897.9737
12763.0,137,2,494.08,494.0643000000008
12764.0,316,1,1693.88,1693.6986000000013
12766.0,3,7,6989.63,6983.569000000002
12769.0,238,1,1143.6,1143.6001000000008
12770.0,210,1,1351.45,1351.5786999999991
12772.0,59,1,892.47,892.6357000000003
12775.0,16,5,1386.04,1386.028699999998
12778.0,19,6,822.23,822.2393000000004
12779.0,37,8,3981.36,3980.741499999996
12781.0,63,2,826.74,826.6693000000004
12782.0,4,5,2330.92,2330.788500000003
12783.0,1,6,2225.91,2224.933700000002
12784.0,8,2,574.42,574.4863999999989
12785.0,363,1,311.95,311.9591999999995
12787.0,9,3,463.66,463.7148000000006
12789.0,64,1,91.85,91.82100000000013
12790.0,191,1,324.92,324.3470999999997
12791.0,373,1,192.6,192.6485999999999
12792.0,256,1,400.54,400.6556100000003
12793.0,334,2,545.48,545.9034000000005
12794.0,52,2,860.41,860.1522000000015
12795.0,18,1,430.48,430.4915000000003
12797.0,365,1,254.03,254.25280000000006
12798.0,9,3,6977.04,6971.784800000002
12802.0,186,1,427.58,427.60860000000065
12808.0,36,3,483.65,483.5998000000007
12809.0,177,1,489.31,489.57919999999984
12811.0,260,3,514.85,514.7909999999996
12812.0,44,1,229.64,229.5436000000001
12814.0,101,1,125.92,125.87570000000001
12815.0,147,2,1063.46,1063.5110000000013
12816.0,95,2,572.2,572.1020999999994
12817.0,280,1,166.04000000000002,165.91540000000026
12818.0,261,1,1542.08,1542.6523000000013
12820.0,2,4,942.34,942.1467999999982
12821.0,213,1,92.72,92.65480000000004
12822.0,70,2,948.88,949.0023000000006
12823.0,74,5,1759.5,1759.64
12824.0,59,1,397.12,396.93170000000043
12826.0,2,7,1474.72,1474.5658000000008
12827.0,5,3,430.15,430.08500000000026
12828.0,2,6,1018.71,1018.2006000000005
12829.0,336,2,293.0,292.8952000000001
12830.0,37,6,6814.64,6814.235300000008
12831.0,261,1,215.05,215.03309999999982
12832.0,31,2,383.03,382.9998999999996
12833.0,144,1,417.38,417.38140000000004
12834.0,282,1,312.38,312.2935000000001
12836.0,58,4,2612.86,2612.404299999996
12837.0,172,1,134.1,134.15560000000025
12838.0,33,2,683.13,683.2642999999995
12839.0,2,14,5591.42,5591.975299999996
12840.0,143,4,2726.77,2730.504899999997
12841.0,4,25,4022.35,4019.5816999999956
12842.0,69,2,1118.99,1119.013100000001
12843.0,65,8,1702.26,1701.1448000000007
12844.0,28,2,325.96000000000004,325.98409999999956
12845.0,266,4,354.09000000000003,354.0769999999998
12847.0,21,1,871.54,871.0073999999989
12849.0,30,2,1050.89,1050.8417
12851.0,96,1,135.18,135.19540000000006
12852.0,294,1,311.55,311.59169999999966
12853.0,134,6,1957.1,1957.6676000000034
12854.0,78,3,1324.5,1324.1878000000004
12855.0,372,1,38.1,38.57019999999998
12856.0,7,6,2179.93,2179.7576999999974
12857.0,210,2,1106.4,1106.909899999999
12863.0,51,1,521.2,521.2668999999999
12864.0,137,1,147.12,147.1184000000003
12865.0,25,2,1568.23,1568.1459000000002
12866.0,282,1,559.12,559.0993000000002
12867.0,25,7,4036.82,4034.731100000002
12868.0,185,6,1607.0600000000002,1605.4832000000001
12871.0,83,2,380.64,380.67719999999963
12872.0,326,2,599.97,599.9129000000004
12873.0,281,1,374.0,373.93569999999994
12875.0,142,2,343.2300000000001,343.49489999999986
12876.0,57,2,2218.02,2219.465199999997
12877.0,3,12,1535.77,1535.2352999999991
12878.0,235,2,854.99,855.0316000000005
12879.0,44,3,573.22,573.1301000000002
12881.0,275,1,298.0,298.2303
12882.0,8,2,1463.04,1462.5525999999995
12883.0,24,4,703.47,703.6439000000005
12884.0,87,1,309.05,309.0203999999999
12885.0,62,3,1175.22,1175.0440000000012
12886.0,67,2,1378.4,1378.375399999998
12888.0,213,2,354.12,354.08119999999997
12890.0,23,1,380.47,380.5941999999998
12891.0,185,3,331.0,330.98360000000014
12893.0,30,1,188.14,188.06109999999987
12895.0,41,2,372.8,372.62700000000007
12897.0,204,2,216.5,216.40999999999994
12901.0,8,28,17654.54,17545.35860000002
12902.0,264,1,138.68,138.68149999999983
12904.0,17,2,509.58,509.38450000000097
12906.0,11,5,2919.81,2918.9795999999983
12908.0,175,2,750.0,749.7763999999997
12909.0,39,5,2178.67,2180.5187999999985
12910.0,22,8,3075.04,3075.505899999998
12912.0,2,5,1662.3,1662.144899999999
12913.0,4,5,2483.63,2482.4682000000034
12915.0,148,2,363.65,363.66390000000064
12916.0,138,4,3006.15,3006.079799999999
12917.0,127,1,594.0,593.9740999999999
12919.0,7,6,1335.19,1334.0875999999982
12920.0,16,1,164.23,164.2681999999998
12921.0,8,37,16587.09,16860.348599999998
12922.0,160,1,405.38,405.5516999999999
12923.0,63,1,176.97,177.01359999999988
12924.0,87,4,933.7,933.6180999999991
12925.0,4,2,694.05,693.8850000000007
12928.0,34,5,2062.7,2061.654199999999
12929.0,311,1,117.85,117.80170000000007
12930.0,77,2,415.8,415.8039
12931.0,21,15,42055.96,41831.840999999986
12933.0,23,3,607.53,607.5189999999991
12935.0,1,7,2160.7,2159.7176000000013
12936.0,16,4,1063.9,1063.9658999999983
12937.0,14,4,1504.27,1504.3361999999997
12938.0,25,1,114.14,114.13900000000001
12939.0,63,8,11581.8,11517.540300000015
12940.0,54,2,913.54,913.6697999999988
12942.0,130,3,683.9,683.7148999999995
12944.0,35,2,604.51,604.5700000000002
12945.0,287,1,462.95,462.9979000000006
12947.0,143,6,1603.99,1604.1004
12948.0,15,7,2064.95,2063.9166999999984
12949.0,30,8,4167.22,4166.503499999994
12950.0,1,3,1843.0,1843.2108999999996
12951.0,8,6,1064.07,1063.9414999999983
12952.0,5,4,1387.79,1388.0320999999979
12953.0,9,1,329.85,329.8135999999997
12955.0,0,11,4757.16,4788.796799999998
12956.0,305,1,108.07,108.07199999999992
12957.0,9,8,4017.54,4017.727699999995
12962.0,6,2,266.39,266.4135999999998
12963.0,7,8,1856.63,1857.5941000000012
12965.0,88,1,771.91,771.891300000001
12966.0,9,1,160.18,160.32900000000015
12967.0,357,2,1660.9,1660.2523999999987
12968.0,111,1,135.95,135.94160000000014
12970.0,6,4,452.24,452.51669999999996
12971.0,3,86,11189.91,11144.773300000006
12974.0,197,1,144.8,144.89369999999985
12976.0,211,1,738.6,738.8808999999997
12977.0,155,1,39.24,39.01609999999992
12980.0,157,9,7374.900000000001,7354.343300000011
12981.0,29,2,372.22,372.16840000000025
12982.0,242,1,390.54,390.3414000000003
12984.0,18,1,97.5,97.53270000000002
12985.0,0,2,1239.38,1239.612000000001
12987.0,73,2,558.7,558.9284000000001
12988.0,291,1,535.32,535.2183999999995
12989.0,2,15,6924.11,6926.364299999996
12990.0,30,3,409.5,409.33869999999996
12991.0,22,2,503.76,503.4887999999999
12993.0,22,4,414.76,414.94209999999987
12994.0,3,3,974.42,974.411899999999
12995.0,84,1,211.32,211.68300000000013
12997.0,21,4,1226.89,1226.8231999999991
12999.0,195,3,455.88,455.7115999999996
13000.0,106,3,534.85,534.7675999999993
13001.0,3,13,9818.82,9726.320999999994
13002.0,317,1,120.95,120.9731000000001
13003.0,105,3,149.05,149.08839999999987
13004.0,11,18,5655.91,5665.154799999994
13005.0,173,2,513.7,514.0637000000005
13006.0,55,1,81.57,81.13599999999991
13008.0,322,1,229.47,229.38350000000014
13011.0,371,1,50.55,50.792100000000055
13012.0,8,8,1661.84,1662.137499999999
13013.0,0,13,4810.9400000000005,4806.719100000001
13014.0,10,10,3466.28,3461.784899999997
13015.0,52,5,3346.28,3347.4959000000044
13016.0,72,3,789.89,790.0833999999999
13017.0,6,1,204.0,203.9295000000001
13018.0,15,28,7277.7,7277.8369999999995
13021.0,3,9,2616.38,2616.0285000000017
13023.0,63,2,689.9,689.9001000000001
13026.0,0,5,975.36,974.9422999999998
13027.0,113,6,6912.0,6913.797499999999
13028.0,22,2,661.3199999999999,661.5409999999999
13029.0,30,3,1247.5,1247.2744000000005
13030.0,10,2,799.48,799.8380000000002
13032.0,51,2,1010.18,1009.9267999999985
13033.0,356,1,190.55,190.48759999999976
13034.0,54,2,642.77,642.7660999999996
13035.0,73,2,921.88,922.0442000000004
13037.0,137,3,881.07,881.3152000000003
13038.0,79,3,908.46,908.4620000000007
13040.0,8,2,676.99,677.2616999999997
13043.0,272,1,516.42,516.0035000000003
13044.0,290,1,560.47,560.1461000000007
13045.0,98,1,305.28000000000003,305.20119999999974
13046.0,30,2,629.31,629.1182999999992
13047.0,31,10,3237.54,3230.643449999999
13048.0,13,4,1835.91,1836.0408000000023
13049.0,63,2,656.6800000000001,656.6492999999999
13050.0,14,17,5836.86,5833.6316999999935
13052.0,211,1,348.15000000000003,348.17599999999993
13055.0,77,3,1214.41,1214.2018000000016
13058.0,24,3,271.40000000000003,271.2234000000003
13059.0,249,1,183.4,183.54909999999992
13060.0,253,1,307.53000000000003,307.5340999999996
13061.0,71,1,248.61,248.62800000000027
13062.0,190,1,346.98,346.7942999999996
13064.0,12,4,1119.49,1119.5515000000016
13065.0,372,1,205.86,206.03400000000008
13066.0,23,2,470.8,470.79620000000034
13067.0,81,1,115.46,115.49279999999985
13068.0,9,2,344.0,343.99709999999993
13069.0,0,24,4436.12,4437.777299999996
13070.0,191,1,228.8,228.89260000000004
13072.0,266,1,177.15,177.13949999999986
13075.0,129,1,919.61,919.2539000000002
13077.0,0,4,729.27,729.2047000000001
13078.0,2,26,12627.94,12574.417599999992
13079.0,3,5,220.1,220.18389999999985
13080.0,178,1,58.08,58.47669999999996
13081.0,11,11,28337.38,28492.61299999995
13082.0,125,9,3613.63,3613.4806000000017
13083.0,3,2,303.75,303.84560000000005
13085.0,157,2,416.08,415.8393999999998
13089.0,2,97,58825.83,59390.33630000005
13090.0,8,14,8910.82,8933.045699999991
13091.0,27,1,345.82,345.7800999999998
13092.0,70,5,477.83,477.94910000000095
13093.0,275,8,7832.47,7827.758399999984
13094.0,20,12,1927.32,1932.188900000001
13095.0,70,1,74.39999999999999,74.62079999999987
13097.0,32,10,6010.42,6006.6846000000005
13098.0,0,28,28882.44,28720.492799999975
13099.0,98,1,207.36,207.40890000000013
13101.0,233,1,101.19,101.20109999999998
13102.0,0,24,6424.09,6431.272400000001
13103.0,39,1,243.94,243.9624999999999
13104.0,2,6,1098.48,1098.5698999999995
13106.0,132,1,76.5,76.46340000000004
13107.0,43,4,1531.62,1531.5919999999987
13108.0,372,1,350.06,350.11550000000017
13109.0,59,2,786.54,786.8282999999999
13110.0,30,7,1488.67,1488.3773000000008
13113.0,0,24,12245.96,12253.666799999985
13115.0,11,4,2294.78,2294.3487999999984
13116.0,137,1,501.14,501.3207999999998
13117.0,21,8,984.91,985.1048000000003
13118.0,19,5,1197.81,1197.652999999999
13120.0,238,1,30.6,30.861499999999975
13121.0,268,1,283.73,283.6984999999997
13122.0,93,2,922.39,922.3361999999996
13124.0,89,3,3866.33,3865.2566
13126.0,4,8,2099.64,2099.4785000000034
13127.0,77,1,259.17,259.1705999999995
13130.0,93,1,64.0,63.86249999999998
13131.0,22,3,1073.3,1071.9775000000016
13132.0,261,1,77.3,76.97170000000004
13133.0,273,2,109.8,109.85909999999994
13134.0,85,4,1793.58,1793.0095000000013
13135.0,196,1,3096.0,3096.1204999999986
13136.0,55,5,2607.61,2606.2728999999995
13137.0,10,8,3650.41,3643.173399999996
13138.0,21,6,962.39,962.0442999999999
13139.0,15,7,5064.9400000000005,5064.602000000001
13140.0,107,3,423.72,423.98020000000014
13141.0,84,5,2388.75,2387.761699999999
13142.0,18,1,307.09000000000003,307.02580000000006
13144.0,332,1,110.95,110.81399999999991
13145.0,39,4,618.52,618.4807999999987
13146.0,25,1,228.91,228.91739999999993
13147.0,9,4,712.8,712.7846000000008
13148.0,28,12,3707.12,3705.979499999997
13149.0,13,4,1676.06,1676.3296999999982
13151.0,295,1,1257.87,1258.0902999999985
13153.0,5,1,486.22,486.3352000000004
13155.0,32,4,971.76,971.8248999999995
13157.0,48,4,1741.22,1740.7680000000018
13158.0,94,4,1201.06,1200.3444999999988
13159.0,8,4,1437.85,1438.7245000000019
13160.0,21,1,91.8,91.82330000000006
13161.0,312,1,112.75,112.71720000000003
13162.0,121,4,1688.29,1688.3603
13165.0,45,2,1021.48,1022.1698000000006
13166.0,282,1,417.2,417.29270000000014
13167.0,18,4,791.33,791.0206000000009
13168.0,35,4,1319.19,1318.9806000000008
13169.0,63,2,712.88,712.8455999999996
13170.0,26,1,116.01,115.97800000000012
13171.0,21,3,468.41,468.3714000000002
13173.0,3,2,353.65000000000003,353.5816000000005
13174.0,15,3,2817.03,2815.5248000000006
13176.0,45,1,492.84,492.7480999999996
13177.0,64,1,282.45,282.4192000000001
13178.0,25,11,5725.47,5726.459899999993
13182.0,44,1,121.18,121.08400000000012
13183.0,7,9,3957.78,3958.928400000005
13184.0,14,10,1701.29,1701.0999000000004
13185.0,267,1,71.4,71.36619999999989
13186.0,39,3,1575.89,1575.5841000000019
13187.0,336,1,236.02,236.14080000000024
